iter	Logloss
171	0.3797380389
172	0.3792537866
173	0.3786600081
174	0.3783117957
175	0.3778697467
176	0.3773337894
177	0.3770880994
178	0.3765645363
179	0.376482069
180	0.3758477113
181	0.3752148819
182	0.3749021179
183	0.3746706971
184	0.3741717652
185	0.3739462938
186	0.3736166479
187	0.3729757369
188	0.372659351
189	0.3722593788
190	0.3717556824
191	0.3714270301
192	0.3707674713
193	0.3703753241
194	0.3700549771
195	0.3695704975
196	0.3694712896
197	0.3691579041
198	0.3687522288
199	0.3685034191
200	0.3682381729
201	0.3679384938
202	0.3674944181
203	0.3670623012
204	0.366772744
205	0.3664495203
206	0.3662318457
207	0.3659907056
208	0.3657964786
209	0.3656015912
210	0.3654328345
211	0.3651668747
212	0.3648653156
213	0.3645345243
214	0.3643783604
215	0.3640832963
216	0.3636665819
217	0.3632138143
218	0.3627772085
219	0.3624604225
220	0.3622838616
221	0.3621147985
222	0.3619555498
223	0.361648436
224	0.3612855441
225	0.3609359747
226	0.3607051652
227	0.3604518022
228	0.3602356076
229	0.3599001768
230	0.3595701077
231	0.3592343412
232	0.3588877403
233	0.3586820503
234	0.3586418372
235	0.3583496682
236	0.3579383199
237	0.3574547404
238	0.3571551189
239	0.3569384712
240	0.3566025325
241	0.3563233211
242	0.3562443118
243	0.3559342229
244	0.3557225663
245	0.355367869
246	0.3552954977
247	0.3549368305
248	0.3548127999
249	0.3543763701
250	0.3542891336
251	0.3542142309
252	0.3540260969
253	0.3537004282
254	0.3535816038
255	0.3534372308
256	0.3532749535
257	0.3529978815
258	0.352750991
259	0.3524789584
260	0.3522568201
261	0.3521528548
262	0.3517643308
263	0.3514434368
264	0.3513282402
265	0.3510972457
266	0.350936103
267	0.3507169519
268	0.350348243
269	0.3501424475
270	0.3499711691
271	0.3498008357
272	0.3496352912
273	0.349519282
274	0.3493249472
275	0.3490078312
276	0.3488469832
277	0.3487453302
278	0.3485379392
279	0.348258048
280	0.3480548324
281	0.3479349815
282	0.3476489041
283	0.3473252921
284	0.3471979537
285	0.3469744468
286	0.3467867394
287	0.3466340183
288	0.3463602792
289	0.3460508361
290	0.3458767331
291	0.3455695634
292	0.3452990035
293	0.3450251699
294	0.3448942052
295	0.3446288622
296	0.3445052049
297	0.3443467398
298	0.3441231239
299	0.3437009938
300	0.3434062094
301	0.3432313612
302	0.3431401321
303	0.3430143785
304	0.3428129469
305	0.3426854998
306	0.3425268704
307	0.342168877
308	0.3419035528
309	0.3416499735
310	0.3415290045
311	0.3413610531
312	0.3411736195
313	0.3409554574
314	0.3408123147
315	0.3405697612
316	0.3403751587
317	0.3401089616
318	0.3398781989
319	0.3395025274
320	0.3393953465
321	0.3391827611
322	0.338893059
323	0.3387210149
324	0.3384582159
325	0.338289338
326	0.3382159592
327	0.3380316138
328	0.3379977239
329	0.3378114965
330	0.3376103869
331	0.3373014565
332	0.3371334756
333	0.3369357773
334	0.3368301273
335	0.3366629511
336	0.3363456536
337	0.3362415068
338	0.3360954352
339	0.3357839484
340	0.3355235092
341	0.3353750254
342	0.3352657459
343	0.3351229334
344	0.334970813
345	0.3348355529
346	0.3348075625
347	0.3346729241
348	0.3343600734
349	0.3342330088
350	0.3342028822
351	0.3340647162
352	0.3339266164
353	0.3338799419
354	0.3337253843
355	0.3335069223
356	0.3333479192
357	0.3332297819
358	0.3330650725
359	0.332789365
360	0.3325337399
361	0.3323171185
362	0.3320404036
363	0.3319677842
364	0.331944583
365	0.3318618669
366	0.3317864573
367	0.3317296525
368	0.331488227
369	0.3313907967
370	0.3311299768
371	0.3310245253
372	0.3308473344
373	0.3307368343
374	0.3307225594
375	0.3304530367
376	0.3303471855
377	0.3301962929
378	0.3300598651
379	0.3298409952
380	0.3296919864
381	0.3295822488
382	0.3293093202
383	0.3291328801
384	0.3289747367
385	0.3289151424
386	0.3287473666
387	0.3284114202
388	0.3282694073
389	0.3281366261
390	0.3279460139
391	0.3277236156
392	0.3273916689
393	0.327238235
394	0.3271252555
395	0.3270612478
396	0.326907443
397	0.3268042949
398	0.3266320267
399	0.3265176671
400	0.326421388
401	0.3261308056
402	0.325975174
403	0.3258240344
404	0.3257449935
405	0.3257282009
406	0.3254816469
407	0.325373863
408	0.3250546712
409	0.3249586125
410	0.3247441748
411	0.3246692215
412	0.3246457081
413	0.3244744191
414	0.3242261408
415	0.3239882978
416	0.3235099144
417	0.3233653466
418	0.3232247592
419	0.3229481281
420	0.3228173464
421	0.3227372925
422	0.3226367997
423	0.3224834273
424	0.3223653083
425	0.3222991802
426	0.3222210993
427	0.3220859484
428	0.321811553
429	0.3216016541
430	0.3215334189
431	0.3213014176
432	0.3212332585
433	0.3209713873
434	0.3207511275
435	0.3206616665
436	0.3205753556
437	0.3203558976
438	0.3202767439
439	0.320206809
440	0.3201020289
441	0.3198638337
442	0.3198031684
443	0.3196986754
444	0.3193888685
445	0.3191601579
446	0.3189781451
447	0.3188564704
448	0.3186960782
449	0.3185764479
450	0.3184578385
451	0.3183015606
452	0.3182768194
453	0.3181905959
454	0.3181066123
455	0.3177665267
456	0.317618241
457	0.3174407182
458	0.3173179767
459	0.317119373
460	0.3169899824
461	0.3169392181
462	0.3166748437
463	0.3166492094
464	0.3164312609
465	0.3162589891
466	0.3162437919
467	0.316143302
468	0.3160319433
469	0.3159796511
470	0.3156880009
471	0.3155692965
472	0.3154357054
473	0.3153755626
474	0.3152513228
475	0.3151531564
476	0.3150579369
477	0.3148186841
478	0.3147312106
479	0.3145699988
480	0.3144874423
481	0.3142942418
482	0.3141241215
483	0.3139315902
484	0.3138817384
485	0.3136501748
486	0.3135063831
487	0.3133121219
488	0.3132817832
489	0.3130396338
490	0.312951813
491	0.3126647266
492	0.3125337059
493	0.3123426674
494	0.3122058765
495	0.312053217
496	0.3119910946
497	0.3118579563
498	0.311729864
499	0.3114879959
500	0.3113791932
501	0.3111595736
502	0.3109865457
503	0.310911427
504	0.3105851239
505	0.3103613212
506	0.3101655935
507	0.3101231161
508	0.3100421286
509	0.3098408742
510	0.3095661322
511	0.3094822616
512	0.3091792157
513	0.3091300117
514	0.3090087315
515	0.3087938376
516	0.3087203727
517	0.3086503751
518	0.3086259668
519	0.3085100344
520	0.3083284616
521	0.3081112213
522	0.3078227417
523	0.3077063831
524	0.307454622
525	0.3073851584
526	0.307305979
527	0.3071581089
528	0.3069918127
529	0.306847752
530	0.3066753587
531	0.306548465
532	0.306435748
533	0.3063404865
534	0.3063186659
535	0.3060559453
536	0.3060256565
537	0.3059601601
538	0.3059171601
539	0.3057679861
540	0.3056447046
541	0.3055634458
542	0.3052409565
543	0.3051011959
544	0.3049217354
545	0.3048292713
546	0.3046898751
547	0.3046731985
548	0.3045830912
549	0.3044697978
550	0.3042236318
551	0.304169993
552	0.304088945
553	0.3038985757
554	0.3036383929
555	0.303494447
556	0.3033880658
557	0.3032726235
558	0.3032017094
559	0.3031302391
560	0.3031174739
561	0.3030921593
562	0.3030901338
563	0.3029501342
564	0.3028238024
565	0.3026858492
566	0.3026609249
567	0.3025435528
568	0.3024261098
569	0.30221353
570	0.3021002363
571	0.3018233991
572	0.3017009444
573	0.3016009287
574	0.3013030314
575	0.3010994339
576	0.3010145073
577	0.3009288635
578	0.3006948849
579	0.3006118618
580	0.3004477726
581	0.3003660124
582	0.3001453882
583	0.2999155408
584	0.2996637784
585	0.2995164146
586	0.2993378981
587	0.2992189785
588	0.2991188362
589	0.2989558627
590	0.2988613488
591	0.298760312
592	0.2986074666
593	0.2985228444
594	0.2984183712
595	0.2984036266
596	0.2983852914
597	0.2981728837
598	0.2979406545
599	0.2977988736
600	0.2976293999
601	0.2974355585
602	0.2969903756
603	0.2968066544
604	0.2966294627
605	0.2965302293
606	0.2962693716
607	0.2962126213
608	0.2960628273
609	0.2959663155
610	0.295859474
611	0.295660725
612	0.2956437551
613	0.2955169889
614	0.2953674894
615	0.2950750068
616	0.2949750497
617	0.2948809092
618	0.2947840873
619	0.2946596059
620	0.2944783953
621	0.2944240034
622	0.2943350637
623	0.2941674782
624	0.2938841857
625	0.2937135439
626	0.2935582031
627	0.2934825992
628	0.2932438673
629	0.293219596
630	0.292950356
631	0.2928701988
632	0.2926819556
633	0.2926467729
634	0.292555256
635	0.2925405055
636	0.2923336105
637	0.2921115289
638	0.2918381132
639	0.2918226851
640	0.2916844728
641	0.2915460342
642	0.2914956789
643	0.2914166359
644	0.2913546225
645	0.2912813004
646	0.2911907805
647	0.2911085073
648	0.2910547972
649	0.290920041
650	0.2908704277
651	0.2907286288
652	0.2905462504
653	0.2904804255
654	0.2904355951
655	0.2901926969
656	0.290117807
657	0.2899456926
658	0.2897275226
659	0.2896002192
660	0.2895077182
661	0.2894502992
662	0.2893567946
663	0.2893186101
664	0.2892767057
665	0.2891143895
666	0.289016485
667	0.2889628006
668	0.2887487865
669	0.288639885
670	0.2886008056
671	0.2885379596
672	0.2883213406
673	0.2880639198
674	0.2879091905
675	0.2877811092
676	0.2877328653
677	0.28740141
678	0.2873526383
679	0.2873518944
680	0.2872507206
681	0.2871085474
682	0.2869800016
683	0.286910709
684	0.2866653281
685	0.2864911562
686	0.2864290173
687	0.2862982404
688	0.2861894249
689	0.2861882631
690	0.2861374634
691	0.2860166189
692	0.2858401839
693	0.2857562157
694	0.2856235512
695	0.2854915426
696	0.2853904637
697	0.2852245002
698	0.2851011384
699	0.2849915529
700	0.2849357952
701	0.2847926086
702	0.2847322319
703	0.2846786888
704	0.2845494454
705	0.2845234353
706	0.284481337
707	0.2843928811
708	0.2842112247
709	0.2841149547
710	0.2839454659
711	0.2838351847
712	0.2836941627
713	0.283513501
714	0.283434011
715	0.2832384829
716	0.2831945209
717	0.2831711056
718	0.2830820423
719	0.2830389511
720	0.2828927493
721	0.2827852827
722	0.2826380159
723	0.2825560463
724	0.282435046
725	0.2822900712
726	0.2822832415
727	0.2820048618
728	0.2819111333
729	0.2818536074
730	0.2817801321
731	0.2817336518
732	0.2816608286
733	0.2816295226
734	0.281533221
735	0.2815222591
736	0.2813513154
737	0.2810867253
738	0.2810130611
739	0.2808556969
740	0.2806821807
741	0.2805005415
742	0.2804505132
743	0.2803126955
744	0.2801661071
745	0.279971538
746	0.2798773958
747	0.2796392223
748	0.2794759115
749	0.279384329
750	0.2793454624
751	0.2792621297
752	0.2791693083
753	0.2790834304
754	0.2789717887
755	0.2787297793
756	0.2786130315
757	0.2784665517
758	0.2784421459
759	0.2782230679
760	0.2780462313
761	0.2780299629
762	0.2779486207
763	0.2778872091
764	0.2777750731
765	0.2776548077
766	0.2773757309
767	0.2772366618
768	0.2771680333
769	0.2770858764
770	0.2767727535
771	0.2765570133
772	0.2764916934
773	0.2762151078
774	0.2761798715
775	0.2761593469
776	0.2761250626
777	0.2760449503
778	0.2760031886
779	0.2758033376
780	0.2756571757
781	0.2755581222
782	0.2754774858
783	0.2754481182
784	0.2753933903
785	0.2752070845
786	0.2751206951
787	0.2750677035
788	0.2748794639
789	0.2748086494
790	0.2746482491
791	0.2745364999
792	0.2743504571
793	0.2742215523
794	0.2741059993
795	0.2739823952
796	0.273891306
797	0.2738289658
798	0.2737060814
799	0.2735057268
800	0.2734757345
801	0.2734667585
802	0.2733958223
803	0.273291612
804	0.2731261388
805	0.2730295184
806	0.2728107855
807	0.2725864317
808	0.2724323128
809	0.2723386057
810	0.2722716417
811	0.2721897679
812	0.272048233
813	0.2719477311
814	0.271854037
815	0.2718203117
816	0.2714017052
817	0.2712999684
818	0.2711827169
819	0.2710846153
820	0.2709690698
821	0.270807614
822	0.2706021252
823	0.2704308076
824	0.2702876249
825	0.2702688784
826	0.2702161798
827	0.2700606729
828	0.2699387526
829	0.2698543008
830	0.2696979945
831	0.2695891432
832	0.2694567198
833	0.2694143016
834	0.2691613692
835	0.2689748326
836	0.268886289
837	0.2687354854
838	0.2685971383
839	0.2684649605
840	0.2684567323
841	0.2684065327
842	0.2683430854
843	0.2682667454
844	0.2681690274
845	0.2680985498
846	0.2680629846
847	0.2679615763
848	0.2678844197
849	0.2677967761
850	0.2676589234
851	0.2675969219
852	0.2675092367
853	0.2673867852
854	0.2672686057
855	0.267206493
856	0.2670215939
857	0.2669810872
858	0.2669039326
859	0.2668206497
860	0.2667392874
861	0.2665858201
862	0.2665631764
863	0.2664155225
864	0.2661419157
865	0.2659352622
866	0.2658126568
867	0.2657248464
868	0.2655498237
869	0.2653785164
870	0.2653547395
871	0.265274757
872	0.2652137728
873	0.2651183931
874	0.2650597633
875	0.2649362076
876	0.2646876869
877	0.2646665604
878	0.2644477552
879	0.2643843372
880	0.2643263257
881	0.2642604285
882	0.2641527148
883	0.2640012237
884	0.2639543627
885	0.2638753138
886	0.2638233734
887	0.2637027993
888	0.2635116914
889	0.2633111082
890	0.2632643534
891	0.2630849532
892	0.2629298591
893	0.262636646
894	0.2625821561
895	0.2624878443
896	0.2624236187
897	0.2623221159
898	0.2621080683
899	0.2620350371
900	0.2619910647
901	0.2619229033
902	0.2618895566
903	0.2617967148
904	0.2617324248
905	0.2616421211
906	0.2616240146
907	0.2614532557
908	0.2613989434
909	0.2612289341
910	0.2610548461
911	0.2609766371
912	0.2608520517
913	0.2607725418
914	0.2606655673
915	0.2606401824
916	0.2605208691
917	0.2604823701
918	0.2603261872
919	0.2601602642
920	0.2600594998
921	0.2599922606
922	0.2599393967
923	0.2598687997
924	0.2597539352
925	0.2596411515
926	0.2594983344
927	0.2593460648
928	0.259321834
929	0.2593016715
930	0.2592290541
931	0.2591417483
932	0.2590323047
933	0.2589025616
934	0.2587928736
935	0.2587377899
936	0.2586778868
937	0.2585619412
938	0.2584314593
939	0.2583489023
940	0.2581923761
941	0.2581250739
942	0.2581069557
943	0.2579597038
944	0.2578977376
945	0.2578672976
946	0.2578062229
947	0.2577435209
948	0.2575454811
949	0.2574841973
950	0.2574320095
951	0.2574133914
952	0.2572786456
953	0.2571736582
954	0.2571381112
955	0.2569969321
956	0.2569173207
957	0.2568002607
958	0.2567752881
959	0.2567126174
960	0.2566658677
961	0.2565676719
962	0.2565373597
963	0.2563458462
964	0.256247162
965	0.2561589181
966	0.2561424146
967	0.2560508487
968	0.2558643739
969	0.255848342
970	0.2558199225
971	0.2555996665
972	0.2554115962
973	0.2552556381
974	0.2551900373
975	0.2551603593
976	0.2550908421
977	0.2550438313
978	0.2548642467
979	0.2546638856
980	0.2544266304
981	0.2542681393
982	0.2540738933
983	0.2540519199
984	0.2539804883
985	0.253913258
986	0.2538528742
987	0.2537902645
988	0.2537399629
989	0.2535054659
990	0.2534200474
991	0.2533317778
992	0.2532225791
993	0.2530116866
994	0.2527350576
995	0.2526800326
996	0.2525161568
997	0.2525051732
998	0.2523679615
999	0.2522686415
